Date,Close,Close,Close,Close
10/10/2019,183.03,1720.26,28.38,146.41
10/11/2019,185.99,1731.92,29.75,149.37
10/14/2019,186.53,1736.43,30.53,149.37
10/15/2019,196.37,1767.38,30.72,152.74
10/16/2019,194.21,1777.43,30.81,146.97
10/17/2019,194.29,1787.48,31.14,146.17
10/18/2019,190.49,1757.51,30.97,144.09
10/21/2019,196.01,1785.66,32.03,144.55
10/22/2019,195.61,1765.73,31.51,142.33
10/23/2019,195.09,1762.17,31.36,145.13
10/24/2019,196.86,1780.78,31.72,148.12
10/25/2019,204.54,1761.33,32.71,150.49
10/28/2019,206.79,1777.08,33.69,154.79
10/29/2019,202.92,1762.71,33.03,155.09
10/30/2019,203,1779.99,33.13,158.28
10/31/2019,201.02,1776.66,33.93,156.49
11/1/2019,202.59,1791.44,34.89,159.74
11/4/2019,210.5,1804.66,36.29,157.6
11/5/2019,209.61,1801.71,36.15,158.15
11/6/2019,207.63,1795.77,35.93,158.93
11/7/2019,208.34,1788.2,36.28,159.5
11/8/2019,207.78,1785.88,36.29,161.11
11/11/2019,208.18,1771.65,36.31,161.78
11/12/2019,209.61,1778,36.71,162.86
11/13/2019,208.57,1753.11,37.52,162.6
11/14/2019,209.79,1754.6,38.35,163.05
11/15/2019,204.19,1739.49,38.56,163.21
11/18/2019,212.28,1752.53,39.88,162.77
11/19/2019,207.99,1752.79,41.29,163.96
11/20/2019,211.18,1745.53,40.98,164.2
11/21/2019,210.18,1734.71,39.52,162.88
11/22/2019,210.89,1745.72,39.15,162.81
11/25/2019,221.21,1773.84,39.79,161.71
11/26/2019,217,1796.94,38.99,162.54
11/27/2019,218.24,1818.51,39.41,161.51
11/29/2019,216.74,1800.8,39.15,162.89
12/2/2019,209.25,1781.6,38.73,161
12/3/2019,207.66,1769.96,38.9,161.57
12/4/2019,209.42,1760.69,39.69,156.43
12/5/2019,208.74,1740.48,39.62,158.22
12/6/2019,212.17,1751.6,39.63,158.01
12/9/2019,212.17,1749.51,38.93,157.48
12/10/2019,213.98,1739.21,39.44,156.4
12/11/2019,217.34,1748.72,39.47,156.39
12/12/2019,224.07,1760.33,42.59,158.59
12/13/2019,223.99,1760.94,41.15,161.13
12/16/2019,225.15,1769.21,42.35,161.96
12/17/2019,228.29,1790.66,42.77,161.63
12/18/2019,229.51,1784.03,42.3,161.48
12/19/2019,235.46,1792.28,42.83,163.33
12/20/2019,239.37,1786.5,44.15,164.55
12/23/2019,238.82,1793,45.46,163.74
12/24/2019,238.62,1789.21,46.54,163.25
12/26/2019,239.19,1868.77,46.63,164.51
12/27/2019,236.87,1869.8,46.18,164.98
12/30/2019,232.32,1846.89,45.52,162.44
