,NVDA,,AMZN,,AMD,,CRM
Date,Close,Date,Close,Date,Close,Date,Close
3/26/2018 16:00:00,244.48,3/26/2018 16:00:00,1555.86,3/26/2018 16:00:00,10.44,3/26/2018 16:00:00,118.97
3/27/2018 16:00:00,225.52,3/27/2018 16:00:00,1497.05,3/27/2018 16:00:00,10,3/27/2018 16:00:00,113.81
3/28/2018 16:00:00,221.35,3/28/2018 16:00:00,1431.42,3/28/2018 16:00:00,9.81,3/28/2018 16:00:00,112.88
3/29/2018 16:00:00,231.59,3/29/2018 16:00:00,1447.34,3/29/2018 16:00:00,10.05,3/29/2018 16:00:00,116.3
4/2/2018 16:00:00,221.05,4/2/2018 16:00:00,1371.99,4/2/2018 16:00:00,9.53,4/2/2018 16:00:00,115.3
4/3/2018 16:00:00,225.35,4/3/2018 16:00:00,1392.05,4/3/2018 16:00:00,9.55,4/3/2018 16:00:00,116.49
4/4/2018 16:00:00,226.24,4/4/2018 16:00:00,1410.57,4/4/2018 16:00:00,9.77,4/4/2018 16:00:00,119.48
4/5/2018 16:00:00,221.38,4/5/2018 16:00:00,1451.75,4/5/2018 16:00:00,10.02,4/5/2018 16:00:00,119.04
4/6/2018 16:00:00,214.25,4/6/2018 16:00:00,1405.23,4/6/2018 16:00:00,9.61,4/6/2018 16:00:00,116.1
4/9/2018 16:00:00,215.41,4/9/2018 16:00:00,1406.08,4/9/2018 16:00:00,9.53,4/9/2018 16:00:00,117.19
4/10/2018 16:00:00,227.91,4/10/2018 16:00:00,1436.22,4/10/2018 16:00:00,9.98,4/10/2018 16:00:00,119.49
4/11/2018 16:00:00,226.24,4/11/2018 16:00:00,1427.05,4/11/2018 16:00:00,9.82,4/11/2018 16:00:00,119.16
4/12/2018 16:00:00,234.6,4/12/2018 16:00:00,1448.5,4/12/2018 16:00:00,10.08,4/12/2018 16:00:00,121.4
4/13/2018 16:00:00,231.5,4/13/2018 16:00:00,1430.79,4/13/2018 16:00:00,9.93,4/13/2018 16:00:00,119.01
4/16/2018 16:00:00,231.49,4/16/2018 16:00:00,1441.5,4/16/2018 16:00:00,10.09,4/16/2018 16:00:00,119.41
4/17/2018 16:00:00,237.54,4/17/2018 16:00:00,1503.83,4/17/2018 16:00:00,10.52,4/17/2018 16:00:00,123.35
4/18/2018 16:00:00,236.37,4/18/2018 16:00:00,1527.84,4/18/2018 16:00:00,10.36,4/18/2018 16:00:00,124.46
4/19/2018 16:00:00,229.04,4/19/2018 16:00:00,1556.91,4/19/2018 16:00:00,10.11,4/19/2018 16:00:00,124.06
4/20/2018 16:00:00,228.71,4/20/2018 16:00:00,1527.49,4/20/2018 16:00:00,9.99,4/20/2018 16:00:00,122.82
4/23/2018 16:00:00,223.88,4/23/2018 16:00:00,1517.86,4/23/2018 16:00:00,10.04,4/23/2018 16:00:00,121.89
4/24/2018 16:00:00,221.2,4/24/2018 16:00:00,1460.09,4/24/2018 16:00:00,10.09,4/24/2018 16:00:00,117.88
4/25/2018 16:00:00,216.66,4/25/2018 16:00:00,1460.17,4/25/2018 16:00:00,9.71,4/25/2018 16:00:00,117.32
4/26/2018 16:00:00,225.22,4/26/2018 16:00:00,1517.96,4/26/2018 16:00:00,11.04,4/26/2018 16:00:00,120.83
4/27/2018 16:00:00,226.33,4/27/2018 16:00:00,1572.62,4/27/2018 16:00:00,11.11,4/27/2018 16:00:00,120.22
4/30/2018 16:00:00,224.9,4/30/2018 16:00:00,1566.13,4/30/2018 16:00:00,10.88,4/30/2018 16:00:00,120.99
5/1/2018 16:00:00,227.14,5/1/2018 16:00:00,1582.26,5/1/2018 16:00:00,11.13,5/1/2018 16:00:00,123.11
5/2/2018 16:00:00,226.31,5/2/2018 16:00:00,1569.68,5/2/2018 16:00:00,10.97,5/2/2018 16:00:00,122.82
5/3/2018 16:00:00,232.99,5/3/2018 16:00:00,1572.08,5/3/2018 16:00:00,10.93,5/3/2018 16:00:00,124.41
5/4/2018 16:00:00,239.06,5/4/2018 16:00:00,1580.95,5/4/2018 16:00:00,11.28,5/4/2018 16:00:00,125.12
5/7/2018 16:00:00,248.68,5/7/2018 16:00:00,1600.14,5/7/2018 16:00:00,11.59,5/7/2018 16:00:00,126.97
5/8/2018 16:00:00,250.4,5/8/2018 16:00:00,1592.39,5/8/2018 16:00:00,11.61,5/8/2018 16:00:00,128.75
5/9/2018 16:00:00,255.78,5/9/2018 16:00:00,1608,5/9/2018 16:00:00,11.95,5/9/2018 16:00:00,129.73
5/10/2018 16:00:00,260.13,5/10/2018 16:00:00,1609.08,5/10/2018 16:00:00,12.13,5/10/2018 16:00:00,130.62
5/11/2018 16:00:00,254.53,5/11/2018 16:00:00,1602.91,5/11/2018 16:00:00,11.95,5/11/2018 16:00:00,130.63
5/14/2018 16:00:00,255.36,5/14/2018 16:00:00,1601.54,5/14/2018 16:00:00,12.23,5/14/2018 16:00:00,127.69
5/15/2018 16:00:00,245.56,5/15/2018 16:00:00,1576.12,5/15/2018 16:00:00,12.45,5/15/2018 16:00:00,128.13
5/16/2018 16:00:00,246.01,5/16/2018 16:00:00,1587.28,5/16/2018 16:00:00,12.82,5/16/2018 16:00:00,128.77
5/17/2018 16:00:00,247.71,5/17/2018 16:00:00,1581.76,5/17/2018 16:00:00,12.82,5/17/2018 16:00:00,126.05
5/18/2018 16:00:00,245.94,5/18/2018 16:00:00,1574.37,5/18/2018 16:00:00,12.82,5/18/2018 16:00:00,126.96
5/21/2018 16:00:00,244.24,5/21/2018 16:00:00,1585.46,5/21/2018 16:00:00,12.99,5/21/2018 16:00:00,126.37
5/22/2018 16:00:00,242.7,5/22/2018 16:00:00,1581.4,5/22/2018 16:00:00,12.98,5/22/2018 16:00:00,125.44
5/23/2018 16:00:00,247.54,5/23/2018 16:00:00,1601.86,5/23/2018 16:00:00,13.1,5/23/2018 16:00:00,128.09
5/24/2018 16:00:00,247.69,5/24/2018 16:00:00,1603.07,5/24/2018 16:00:00,13.41,5/24/2018 16:00:00,128.74
5/25/2018 16:00:00,249.28,5/25/2018 16:00:00,1610.15,5/25/2018 16:00:00,13.54,5/25/2018 16:00:00,127.96
5/29/2018 16:00:00,248.59,5/29/2018 16:00:00,1612.87,5/29/2018 16:00:00,13.36,5/29/2018 16:00:00,126.88
5/30/2018 16:00:00,252.99,5/30/2018 16:00:00,1624.89,5/30/2018 16:00:00,13.82,5/30/2018 16:00:00,129.3
5/31/2018 16:00:00,252.19,5/31/2018 16:00:00,1629.62,5/31/2018 16:00:00,13.73,5/31/2018 16:00:00,129.33
6/1/2018 16:00:00,257.62,6/1/2018 16:00:00,1641.54,6/1/2018 16:00:00,14.4,6/1/2018 16:00:00,130.52
6/4/2018 16:00:00,264.85,6/4/2018 16:00:00,1665.27,6/4/2018 16:00:00,14.85,6/4/2018 16:00:00,132.65
6/5/2018 16:00:00,265.07,6/5/2018 16:00:00,1696.35,6/5/2018 16:00:00,14.85,6/5/2018 16:00:00,134.12
6/6/2018 16:00:00,265.15,6/6/2018 16:00:00,1695.75,6/6/2018 16:00:00,15.67,6/6/2018 16:00:00,135.55
6/7/2018 16:00:00,262.9,6/7/2018 16:00:00,1689.3,6/7/2018 16:00:00,14.89,6/7/2018 16:00:00,132.91
6/8/2018 16:00:00,262.28,6/8/2018 16:00:00,1683.99,6/8/2018 16:00:00,15.25,6/8/2018 16:00:00,133.53
6/11/2018 16:00:00,260.62,6/11/2018 16:00:00,1689.12,6/11/2018 16:00:00,15.73,6/11/2018 16:00:00,133.98
6/12/2018 16:00:00,262.58,6/12/2018 16:00:00,1698.75,6/12/2018 16:00:00,15.85,6/12/2018 16:00:00,136.26
6/13/2018 16:00:00,262.4,6/13/2018 16:00:00,1704.86,6/13/2018 16:00:00,16.32,6/13/2018 16:00:00,136.5
6/14/2018 16:00:00,266.91,6/14/2018 16:00:00,1723.86,6/14/2018 16:00:00,16.25,6/14/2018 16:00:00,138.41
6/15/2018 16:00:00,265.26,6/15/2018 16:00:00,1715.97,6/15/2018 16:00:00,16.34,6/15/2018 16:00:00,138.41
6/18/2018 16:00:00,265.09,6/18/2018 16:00:00,1723.79,6/18/2018 16:00:00,17.11,6/18/2018 16:00:00,139.8
6/19/2018 16:00:00,260.17,6/19/2018 16:00:00,1734.78,6/19/2018 16:00:00,16.69,6/19/2018 16:00:00,139.52
6/20/2018 16:00:00,262.31,6/20/2018 16:00:00,1750.08,6/20/2018 16:00:00,16.52,6/20/2018 16:00:00,138.94
6/21/2018 16:00:00,257.11,6/21/2018 16:00:00,1730.22,6/21/2018 16:00:00,15.65,6/21/2018 16:00:00,137.88
6/22/2018 16:00:00,250.95,6/22/2018 16:00:00,1715.67,6/22/2018 16:00:00,15.8,6/22/2018 16:00:00,135.01
6/25/2018 16:00:00,239.12,6/25/2018 16:00:00,1663.15,6/25/2018 16:00:00,15.11,6/25/2018 16:00:00,133.19
6/26/2018 16:00:00,241.99,6/26/2018 16:00:00,1691.09,6/26/2018 16:00:00,15.5,6/26/2018 16:00:00,135.48
6/27/2018 16:00:00,235.72,6/27/2018 16:00:00,1660.51,6/27/2018 16:00:00,14.97,6/27/2018 16:00:00,133.22
6/28/2018 16:00:00,240.86,6/28/2018 16:00:00,1701.45,6/28/2018 16:00:00,15.31,6/28/2018 16:00:00,135.12
6/29/2018 16:00:00,236.9,6/29/2018 16:00:00,1699.8,6/29/2018 16:00:00,14.99,6/29/2018 16:00:00,136.4
7/2/2018 16:00:00,242.24,7/2/2018 16:00:00,1713.78,7/2/2018 16:00:00,15.16,7/2/2018 16:00:00,140.43
7/3/2018 13:00:00,236.84,7/3/2018 13:00:00,1693.96,7/3/2018 13:00:00,15,7/3/2018 13:00:00,137.84
7/5/2018 16:00:00,242.73,7/5/2018 16:00:00,1699.73,7/5/2018 16:00:00,15.5,7/5/2018 16:00:00,139.77
7/6/2018 16:00:00,247.33,7/6/2018 16:00:00,1710.63,7/6/2018 16:00:00,16.36,7/6/2018 16:00:00,141.4
7/9/2018 16:00:00,249.25,7/9/2018 16:00:00,1739.02,7/9/2018 16:00:00,16.61,7/9/2018 16:00:00,141.76
7/10/2018 16:00:00,253.25,7/10/2018 16:00:00,1743.07,7/10/2018 16:00:00,16.55,7/10/2018 16:00:00,142.45
7/11/2018 16:00:00,247.53,7/11/2018 16:00:00,1755,7/11/2018 16:00:00,16.27,7/11/2018 16:00:00,145.25
7/12/2018 16:00:00,251.23,7/12/2018 16:00:00,1796.62,7/12/2018 16:00:00,16.56,7/12/2018 16:00:00,148.16
7/13/2018 16:00:00,249.32,7/13/2018 16:00:00,1813.03,7/13/2018 16:00:00,16.27,7/13/2018 16:00:00,147.61
7/16/2018 16:00:00,248.2,7/16/2018 16:00:00,1822.49,7/16/2018 16:00:00,16.58,7/16/2018 16:00:00,146.96
7/17/2018 16:00:00,253.69,7/17/2018 16:00:00,1843.93,7/17/2018 16:00:00,16.87,7/17/2018 16:00:00,147.02
7/18/2018 16:00:00,251.7,7/18/2018 16:00:00,1842.92,7/18/2018 16:00:00,16.85,7/18/2018 16:00:00,147.84
7/19/2018 16:00:00,252.03,7/19/2018 16:00:00,1812.97,7/19/2018 16:00:00,16.71,7/19/2018 16:00:00,147.16
7/20/2018 16:00:00,250.89,7/20/2018 16:00:00,1813.7,7/20/2018 16:00:00,16.5,7/20/2018 16:00:00,146.87
7/23/2018 16:00:00,249.41,7/23/2018 16:00:00,1802,7/23/2018 16:00:00,16.66,7/23/2018 16:00:00,147.56
7/24/2018 16:00:00,248.71,7/24/2018 16:00:00,1829.24,7/24/2018 16:00:00,16.19,7/24/2018 16:00:00,146
7/25/2018 16:00:00,251.87,7/25/2018 16:00:00,1863.61,7/25/2018 16:00:00,16.05,7/25/2018 16:00:00,148.87
7/26/2018 16:00:00,254.84,7/26/2018 16:00:00,1808,7/26/2018 16:00:00,18.35,7/26/2018 16:00:00,147.57
7/27/2018 16:00:00,252.02,7/27/2018 16:00:00,1817.27,7/27/2018 16:00:00,18.94,7/27/2018 16:00:00,143.91
7/30/2018 16:00:00,244.13,7/30/2018 16:00:00,1779.22,7/30/2018 16:00:00,19.42,7/30/2018 16:00:00,138.03
7/31/2018 16:00:00,244.86,7/31/2018 16:00:00,1777.44,7/31/2018 16:00:00,18.33,7/31/2018 16:00:00,137.15
8/1/2018 16:00:00,246.47,8/1/2018 16:00:00,1797.17,8/1/2018 16:00:00,18.48,8/1/2018 16:00:00,137.68
8/2/2018 16:00:00,250.62,8/2/2018 16:00:00,1834.33,8/2/2018 16:00:00,18.79,8/2/2018 16:00:00,141.14
8/3/2018 16:00:00,252.1,8/3/2018 16:00:00,1823.29,8/3/2018 16:00:00,18.49,8/3/2018 16:00:00,141.04
8/6/2018 16:00:00,254.03,8/6/2018 16:00:00,1847.75,8/6/2018 16:00:00,19.43,8/6/2018 16:00:00,142.71
8/7/2018 16:00:00,256.95,8/7/2018 16:00:00,1862.48,8/7/2018 16:00:00,19.56,8/7/2018 16:00:00,144.44
8/8/2018 16:00:00,258.42,8/8/2018 16:00:00,1886.52,8/8/2018 16:00:00,19.58,8/8/2018 16:00:00,145.17
8/9/2018 16:00:00,256.46,8/9/2018 16:00:00,1898.52,8/9/2018 16:00:00,19.1,8/9/2018 16:00:00,145.82
8/10/2018 16:00:00,254.79,8/10/2018 16:00:00,1886.3,8/10/2018 16:00:00,19.06,8/10/2018 16:00:00,145.51
8/13/2018 16:00:00,256.12,8/13/2018 16:00:00,1896.2,8/13/2018 16:00:00,19.73,8/13/2018 16:00:00,144.45
8/14/2018 16:00:00,261.43,8/14/2018 16:00:00,1919.65,8/14/2018 16:00:00,20.02,8/14/2018 16:00:00,146.57
8/15/2018 16:00:00,259.08,8/15/2018 16:00:00,1882.62,8/15/2018 16:00:00,19.7,8/15/2018 16:00:00,145.04
8/16/2018 16:00:00,257.44,8/16/2018 16:00:00,1886.52,8/16/2018 16:00:00,19.33,8/16/2018 16:00:00,145.73
8/17/2018 16:00:00,244.82,8/17/2018 16:00:00,1882.22,8/17/2018 16:00:00,19.77,8/17/2018 16:00:00,145.02
8/20/2018 16:00:00,247.84,8/20/2018 16:00:00,1876.71,8/20/2018 16:00:00,19.98,8/20/2018 16:00:00,145.71
8/21/2018 16:00:00,253.32,8/21/2018 16:00:00,1883.42,8/21/2018 16:00:00,20.4,8/21/2018 16:00:00,145.53
8/22/2018 16:00:00,262.82,8/22/2018 16:00:00,1904.9,8/22/2018 16:00:00,20.9,8/22/2018 16:00:00,146.46
8/23/2018 16:00:00,266.84,8/23/2018 16:00:00,1902.9,8/23/2018 16:00:00,22.29,8/23/2018 16:00:00,147.83
8/24/2018 16:00:00,272.22,8/24/2018 16:00:00,1905.39,8/24/2018 16:00:00,23.98,8/24/2018 16:00:00,152.3
8/27/2018 16:00:00,275.9,8/27/2018 16:00:00,1927.68,8/27/2018 16:00:00,25.26,8/27/2018 16:00:00,151.68
8/28/2018 16:00:00,274.38,8/28/2018 16:00:00,1932.82,8/28/2018 16:00:00,25.05,8/28/2018 16:00:00,152.99
8/29/2018 16:00:00,278.49,8/29/2018 16:00:00,1998.1,8/29/2018 16:00:00,25.2,8/29/2018 16:00:00,154.8
8/30/2018 16:00:00,277.81,8/30/2018 16:00:00,2002.38,8/30/2018 16:00:00,24.89,8/30/2018 16:00:00,152.14
8/31/2018 16:00:00,280.68,8/31/2018 16:00:00,2012.71,8/31/2018 16:00:00,25.17,8/31/2018 16:00:00,152.68
9/4/2018 16:00:00,283.7,9/4/2018 16:00:00,2039.51,9/4/2018 16:00:00,28.06,9/4/2018 16:00:00,153.21
9/5/2018 16:00:00,278.42,9/5/2018 16:00:00,1994.82,9/5/2018 16:00:00,28.51,9/5/2018 16:00:00,148.65
9/6/2018 16:00:00,272.72,9/6/2018 16:00:00,1958.31,9/6/2018 16:00:00,27.84,9/6/2018 16:00:00,148.83
9/7/2018 16:00:00,271.86,9/7/2018 16:00:00,1952.07,9/7/2018 16:00:00,27.38,9/7/2018 16:00:00,150.43
9/10/2018 16:00:00,274.73,9/10/2018 16:00:00,1939.01,9/10/2018 16:00:00,29.89,9/10/2018 16:00:00,151.32
9/11/2018 16:00:00,272.8,9/11/2018 16:00:00,1987.15,9/11/2018 16:00:00,30.1,9/11/2018 16:00:00,152.84
9/12/2018 16:00:00,268.2,9/12/2018 16:00:00,1990,9/12/2018 16:00:00,32.21,9/12/2018 16:00:00,155.37
9/13/2018 16:00:00,271.34,9/13/2018 16:00:00,1989.87,9/13/2018 16:00:00,30.48,9/13/2018 16:00:00,158.18
9/14/2018 16:00:00,276.43,9/14/2018 16:00:00,1970.19,9/14/2018 16:00:00,32.72,9/14/2018 16:00:00,157.49
9/17/2018 16:00:00,273.93,9/17/2018 16:00:00,1908.03,9/17/2018 16:00:00,32.43,9/17/2018 16:00:00,154.92
9/18/2018 16:00:00,271.02,9/18/2018 16:00:00,1941.05,9/18/2018 16:00:00,31.93,9/18/2018 16:00:00,156
9/19/2018 16:00:00,271.98,9/19/2018 16:00:00,1926.42,9/19/2018 16:00:00,31.21,9/19/2018 16:00:00,152.9
9/20/2018 16:00:00,266.28,9/20/2018 16:00:00,1944.3,9/20/2018 16:00:00,31.18,9/20/2018 16:00:00,155.5
9/21/2018 16:00:00,263.45,9/21/2018 16:00:00,1915.01,9/21/2018 16:00:00,31.02,9/21/2018 16:00:00,155.52
9/24/2018 16:00:00,265.7,9/24/2018 16:00:00,1934.36,9/24/2018 16:00:00,32.61,9/24/2018 16:00:00,158.78
9/25/2018 16:00:00,268.41,9/25/2018 16:00:00,1974.55,9/25/2018 16:00:00,32.57,9/25/2018 16:00:00,158.87
9/26/2018 16:00:00,266.92,9/26/2018 16:00:00,1974.85,9/26/2018 16:00:00,32.19,9/26/2018 16:00:00,158.33
9/27/2018 16:00:00,267.4,9/27/2018 16:00:00,2012.98,9/27/2018 16:00:00,32.59,9/27/2018 16:00:00,160.43
9/28/2018 16:00:00,281.02,9/28/2018 16:00:00,2003,9/28/2018 16:00:00,30.89,9/28/2018 16:00:00,159.03
10/1/2018 16:00:00,289.36,10/1/2018 16:00:00,2004.36,10/1/2018 16:00:00,31.42,10/1/2018 16:00:00,159.86
10/2/2018 16:00:00,286.48,10/2/2018 16:00:00,1971.31,10/2/2018 16:00:00,29.02,10/2/2018 16:00:00,157.26
10/3/2018 16:00:00,286.73,10/3/2018 16:00:00,1952.76,10/3/2018 16:00:00,28.43,10/3/2018 16:00:00,159.1
10/4/2018 16:00:00,279.29,10/4/2018 16:00:00,1909.42,10/4/2018 16:00:00,27.78,10/4/2018 16:00:00,154.9
10/5/2018 16:00:00,269.86,10/5/2018 16:00:00,1889.65,10/5/2018 16:00:00,27.35,10/5/2018 16:00:00,155.07
10/8/2018 16:00:00,265.77,10/8/2018 16:00:00,1864.42,10/8/2018 16:00:00,26.46,10/8/2018 16:00:00,148.65
10/9/2018 16:00:00,265.54,10/9/2018 16:00:00,1870.32,10/9/2018 16:00:00,27.24,10/9/2018 16:00:00,148.5
10/10/2018 16:00:00,245.69,10/10/2018 16:00:00,1755.25,10/10/2018 16:00:00,25,10/10/2018 16:00:00,137.81
10/11/2018 16:00:00,235.13,10/11/2018 16:00:00,1719.36,10/11/2018 16:00:00,25.3,10/11/2018 16:00:00,139.24
10/12/2018 16:00:00,246.54,10/12/2018 16:00:00,1788.61,10/12/2018 16:00:00,26.34,10/12/2018 16:00:00,146.74
10/15/2018 16:00:00,235.38,10/15/2018 16:00:00,1760.95,10/15/2018 16:00:00,26.26,10/15/2018 16:00:00,141.95
10/16/2018 16:00:00,245.83,10/16/2018 16:00:00,1819.96,10/16/2018 16:00:00,28.18,10/16/2018 16:00:00,147.44
10/17/2018 16:00:00,243.06,10/17/2018 16:00:00,1831.73,10/17/2018 16:00:00,27.3,10/17/2018 16:00:00,147.01
10/18/2018 16:00:00,239.53,10/18/2018 16:00:00,1770.72,10/18/2018 16:00:00,26.62,10/18/2018 16:00:00,142.84
10/19/2018 16:00:00,229.17,10/19/2018 16:00:00,1764.03,10/19/2018 16:00:00,23.66,10/19/2018 16:00:00,140.49
10/22/2018 16:00:00,231.22,10/22/2018 16:00:00,1789.3,10/22/2018 16:00:00,25.03,10/22/2018 16:00:00,142.95
10/23/2018 16:00:00,221.06,10/23/2018 16:00:00,1768.7,10/23/2018 16:00:00,25.09,10/23/2018 16:00:00,140.66
10/24/2018 16:00:00,199.41,10/24/2018 16:00:00,1664.2,10/24/2018 16:00:00,22.79,10/24/2018 16:00:00,133.26
10/25/2018 16:00:00,207.84,10/25/2018 16:00:00,1782.17,10/25/2018 16:00:00,19.27,10/25/2018 16:00:00,140.8
10/26/2018 16:00:00,198.29,10/26/2018 16:00:00,1642.81,10/26/2018 16:00:00,17.63,10/26/2018 16:00:00,135.52
10/29/2018 16:00:00,185.62,10/29/2018 16:00:00,1538.88,10/29/2018 16:00:00,16.85,10/29/2018 16:00:00,130.99
10/30/2018 16:00:00,203,10/30/2018 16:00:00,1530.42,10/30/2018 16:00:00,17.2,10/30/2018 16:00:00,132.17
10/31/2018 16:00:00,210.83,10/31/2018 16:00:00,1598.01,10/31/2018 16:00:00,18.21,10/31/2018 16:00:00,137.24
11/1/2018 16:00:00,218.11,11/1/2018 16:00:00,1665.53,11/1/2018 16:00:00,20.22,11/1/2018 16:00:00,139.59
11/2/2018 16:00:00,214.92,11/2/2018 16:00:00,1665.53,11/2/2018 16:00:00,20.23,11/2/2018 16:00:00,136.79
11/5/2018 16:00:00,211.77,11/5/2018 16:00:00,1627.8,11/5/2018 16:00:00,19.9,11/5/2018 16:00:00,135.44
11/6/2018 16:00:00,211.06,11/6/2018 16:00:00,1642.81,11/6/2018 16:00:00,20.68,11/6/2018 16:00:00,133.95
11/7/2018 16:00:00,213.79,11/7/2018 16:00:00,1755.49,11/7/2018 16:00:00,21.84,11/7/2018 16:00:00,141.79
11/8/2018 16:00:00,205.99,11/8/2018 16:00:00,1754.91,11/8/2018 16:00:00,21.2,11/8/2018 16:00:00,141.87
11/9/2018 16:00:00,205.67,11/9/2018 16:00:00,1712.43,11/9/2018 16:00:00,21.03,11/9/2018 16:00:00,136.92
11/12/2018 16:00:00,189.54,11/12/2018 16:00:00,1636.85,11/12/2018 16:00:00,19.03,11/12/2018 16:00:00,130.5
11/13/2018 16:00:00,199.31,11/13/2018 16:00:00,1631.17,11/13/2018 16:00:00,19.61,11/13/2018 16:00:00,132.16
11/14/2018 16:00:00,197.19,11/14/2018 16:00:00,1599.01,11/14/2018 16:00:00,20.81,11/14/2018 16:00:00,129.35
11/15/2018 16:00:00,202.39,11/15/2018 16:00:00,1619.44,11/15/2018 16:00:00,21.49,11/15/2018 16:00:00,132.49
11/16/2018 16:00:00,164.43,11/16/2018 16:00:00,1593.41,11/16/2018 16:00:00,20.66,11/16/2018 16:00:00,132.55
11/19/2018 16:00:00,144.7,11/19/2018 16:00:00,1512.29,11/19/2018 16:00:00,19.11,11/19/2018 16:00:00,121.01
11/20/2018 16:00:00,149.08,11/20/2018 16:00:00,1495.46,11/20/2018 16:00:00,19.21,11/20/2018 16:00:00,120.67
11/21/2018 16:00:00,144.71,11/21/2018 16:00:00,1516.73,11/21/2018 16:00:00,18.73,11/21/2018 16:00:00,123.59
11/23/2018 13:00:00,145,11/23/2018 13:00:00,1502.06,11/23/2018 13:00:00,19.38,11/23/2018 13:00:00,122.03
11/26/2018 16:00:00,153.05,11/26/2018 16:00:00,1581.33,11/26/2018 16:00:00,20.08,11/26/2018 16:00:00,126.41
11/27/2018 16:00:00,153.73,11/27/2018 16:00:00,1581.42,11/27/2018 16:00:00,21.05,11/27/2018 16:00:00,127.54
11/28/2018 16:00:00,160.07,11/28/2018 16:00:00,1677.75,11/28/2018 16:00:00,21.34,11/28/2018 16:00:00,140.64
11/29/2018 16:00:00,157.36,11/29/2018 16:00:00,1673.57,11/29/2018 16:00:00,21.43,11/29/2018 16:00:00,139.72
11/30/2018 16:00:00,163.43,11/30/2018 16:00:00,1690.17,11/30/2018 16:00:00,21.3,11/30/2018 16:00:00,142.76
12/3/2018 16:00:00,170.04,12/3/2018 16:00:00,1772.36,12/3/2018 16:00:00,23.71,12/3/2018 16:00:00,144.15
12/4/2018 16:00:00,157.11,12/4/2018 16:00:00,1668.4,12/4/2018 16:00:00,21.12,12/4/2018 16:00:00,139.24
12/6/2018 16:00:00,158.29,12/6/2018 16:00:00,1699.19,12/6/2018 16:00:00,21.3,12/6/2018 16:00:00,142.06
12/7/2018 16:00:00,147.61,12/7/2018 16:00:00,1629.13,12/7/2018 16:00:00,19.46,12/7/2018 16:00:00,135.95
12/10/2018 16:00:00,151.86,12/10/2018 16:00:00,1641.03,12/10/2018 16:00:00,19.99,12/10/2018 16:00:00,137.27
12/11/2018 16:00:00,148.19,12/11/2018 16:00:00,1643.24,12/11/2018 16:00:00,19.98,12/11/2018 16:00:00,136.79
12/12/2018 16:00:00,148.9,12/12/2018 16:00:00,1663.54,12/12/2018 16:00:00,20.48,12/12/2018 16:00:00,140.09
12/13/2018 16:00:00,148.89,12/13/2018 16:00:00,1658.38,12/13/2018 16:00:00,19.86,12/13/2018 16:00:00,141.14
12/14/2018 16:00:00,146.45,12/14/2018 16:00:00,1591.91,12/14/2018 16:00:00,19.9,12/14/2018 16:00:00,137.04
12/17/2018 16:00:00,143.58,12/17/2018 16:00:00,1520.91,12/17/2018 16:00:00,18.83,12/17/2018 16:00:00,130.83
12/18/2018 16:00:00,146.94,12/18/2018 16:00:00,1551.48,12/18/2018 16:00:00,19.5,12/18/2018 16:00:00,132.32
12/19/2018 16:00:00,138.51,12/19/2018 16:00:00,1495.08,12/19/2018 16:00:00,18.16,12/19/2018 16:00:00,131.16
12/20/2018 16:00:00,135.1,12/20/2018 16:00:00,1460.83,12/20/2018 16:00:00,17.94,12/20/2018 16:00:00,127.73
12/21/2018 16:00:00,129.57,12/21/2018 16:00:00,1377.45,12/21/2018 16:00:00,16.93,12/21/2018 16:00:00,122.91
12/24/2018 13:00:00,127.08,12/24/2018 13:00:00,1343.96,12/24/2018 13:00:00,16.65,12/24/2018 13:00:00,121.33
12/26/2018 16:00:00,133.1,12/26/2018 16:00:00,1470.9,12/26/2018 16:00:00,17.9,12/26/2018 16:00:00,130.84
12/27/2018 16:00:00,131.17,12/27/2018 16:00:00,1461.64,12/27/2018 16:00:00,17.49,12/27/2018 16:00:00,135.2
12/28/2018 16:00:00,133.65,12/28/2018 16:00:00,1478.02,12/28/2018 16:00:00,17.82,12/28/2018 16:00:00,134.68
12/31/2018 16:00:00,133.5,12/31/2018 16:00:00,1501.97,12/31/2018 16:00:00,18.46,12/31/2018 16:00:00,136.97
1/2/2019 16:00:00,136.22,1/2/2019 16:00:00,1539.13,1/2/2019 16:00:00,18.83,1/2/2019 16:00:00,135.55
1/3/2019 16:00:00,127.99,1/3/2019 16:00:00,1500.28,1/3/2019 16:00:00,17.05,1/3/2019 16:00:00,130.4
1/4/2019 16:00:00,136.19,1/4/2019 16:00:00,1575.39,1/4/2019 16:00:00,19,1/4/2019 16:00:00,137.96
1/7/2019 16:00:00,143.4,1/7/2019 16:00:00,1629.51,1/7/2019 16:00:00,20.57,1/7/2019 16:00:00,142.22
1/8/2019 16:00:00,139.83,1/8/2019 16:00:00,1656.58,1/8/2019 16:00:00,20.75,1/8/2019 16:00:00,145.72
1/9/2019 16:00:00,142.58,1/9/2019 16:00:00,1659.42,1/9/2019 16:00:00,20.19,1/9/2019 16:00:00,145.99
1/10/2019 16:00:00,145.23,1/10/2019 16:00:00,1656.22,1/10/2019 16:00:00,19.74,1/10/2019 16:00:00,147.04
1/11/2019 16:00:00,148.83,1/11/2019 16:00:00,1640.56,1/11/2019 16:00:00,20.27,1/11/2019 16:00:00,147.55
