,NVDA,,AMZN,,AMD,,CRM
Date,Close,Date,Close,Date,Close,Date,Close
8/9/2016 16:00:00,58.89,8/9/2016 16:00:00,768.31,8/9/2016 16:00:00,6.6,8/9/2016 16:00:00,81.18
8/10/2016 16:00:00,58.51,8/10/2016 16:00:00,768.56,8/10/2016 16:00:00,6.49,8/10/2016 16:00:00,80.24
8/11/2016 16:00:00,59.7,8/11/2016 16:00:00,771.24,8/11/2016 16:00:00,6.58,8/11/2016 16:00:00,81.48
8/12/2016 16:00:00,63.04,8/12/2016 16:00:00,772.56,8/12/2016 16:00:00,6.73,8/12/2016 16:00:00,81.63
8/15/2016 16:00:00,62.98,8/15/2016 16:00:00,768.49,8/15/2016 16:00:00,6.95,8/15/2016 16:00:00,78.92
8/16/2016 16:00:00,62.6,8/16/2016 16:00:00,764.04,8/16/2016 16:00:00,6.78,8/16/2016 16:00:00,77.96
8/17/2016 16:00:00,61.15,8/17/2016 16:00:00,764.63,8/17/2016 16:00:00,6.68,8/17/2016 16:00:00,76.32
8/18/2016 16:00:00,62.1,8/18/2016 16:00:00,764.46,8/18/2016 16:00:00,7.04,8/18/2016 16:00:00,76.91
8/19/2016 16:00:00,62.26,8/19/2016 16:00:00,757.31,8/19/2016 16:00:00,7.62,8/19/2016 16:00:00,77.48
8/22/2016 16:00:00,62.52,8/22/2016 16:00:00,759.48,8/22/2016 16:00:00,7.58,8/22/2016 16:00:00,77.25
8/23/2016 16:00:00,62.91,8/23/2016 16:00:00,762.45,8/23/2016 16:00:00,7.67,8/23/2016 16:00:00,78.02
8/24/2016 16:00:00,61.94,8/24/2016 16:00:00,757.25,8/24/2016 16:00:00,7.43,8/24/2016 16:00:00,77.82
8/25/2016 16:00:00,61.53,8/25/2016 16:00:00,759.22,8/25/2016 16:00:00,7.47,8/25/2016 16:00:00,80.16
8/26/2016 16:00:00,62.03,8/26/2016 16:00:00,769,8/26/2016 16:00:00,7.67,8/26/2016 16:00:00,80.03
8/29/2016 16:00:00,61.99,8/29/2016 16:00:00,771.29,8/29/2016 16:00:00,7.59,8/29/2016 16:00:00,79.92
8/30/2016 16:00:00,61.63,8/30/2016 16:00:00,767.58,8/30/2016 16:00:00,7.49,8/30/2016 16:00:00,79.83
8/31/2016 16:00:00,61.34,8/31/2016 16:00:00,769.16,8/31/2016 16:00:00,7.4,8/31/2016 16:00:00,79.42
9/1/2016 16:00:00,63.15,9/1/2016 16:00:00,770.62,9/1/2016 16:00:00,7.35,9/1/2016 16:00:00,75.91
9/2/2016 16:00:00,62.53,9/2/2016 16:00:00,772.44,9/2/2016 16:00:00,7.51,9/2/2016 16:00:00,75.1
9/6/2016 16:00:00,63.12,9/6/2016 16:00:00,788.87,9/6/2016 16:00:00,7.34,9/6/2016 16:00:00,75.42
9/7/2016 16:00:00,62.19,9/7/2016 16:00:00,784.48,9/7/2016 16:00:00,6.84,9/7/2016 16:00:00,75.01
9/8/2016 16:00:00,62.64,9/8/2016 16:00:00,784.06,9/8/2016 16:00:00,6.23,9/8/2016 16:00:00,74.88
9/9/2016 16:00:00,59.52,9/9/2016 16:00:00,760.14,9/9/2016 16:00:00,5.9,9/9/2016 16:00:00,74.2
9/12/2016 16:00:00,60.75,9/12/2016 16:00:00,771.49,9/12/2016 16:00:00,5.94,9/12/2016 16:00:00,74.36
9/13/2016 16:00:00,59.87,9/13/2016 16:00:00,761.01,9/13/2016 16:00:00,5.74,9/13/2016 16:00:00,73.06
9/14/2016 16:00:00,60.4,9/14/2016 16:00:00,761.09,9/14/2016 16:00:00,6.04,9/14/2016 16:00:00,73.82
9/15/2016 16:00:00,62.69,9/15/2016 16:00:00,769.69,9/15/2016 16:00:00,6.02,9/15/2016 16:00:00,73.99
9/16/2016 16:00:00,62.84,9/16/2016 16:00:00,778.52,9/16/2016 16:00:00,6.05,9/16/2016 16:00:00,73.29
9/19/2016 16:00:00,63.67,9/19/2016 16:00:00,775.1,9/19/2016 16:00:00,6.16,9/19/2016 16:00:00,73
9/20/2016 16:00:00,63.09,9/20/2016 16:00:00,780.22,9/20/2016 16:00:00,6.17,9/20/2016 16:00:00,72.91
9/21/2016 16:00:00,64.86,9/21/2016 16:00:00,789.74,9/21/2016 16:00:00,6.29,9/21/2016 16:00:00,74.18
9/22/2016 16:00:00,65.02,9/22/2016 16:00:00,804.7,9/22/2016 16:00:00,6.37,9/22/2016 16:00:00,74.59
9/23/2016 16:00:00,64.95,9/23/2016 16:00:00,805.75,9/23/2016 16:00:00,6.55,9/23/2016 16:00:00,70.39
9/26/2016 16:00:00,64.34,9/26/2016 16:00:00,799.16,9/26/2016 16:00:00,6.32,9/26/2016 16:00:00,70.19
9/27/2016 16:00:00,66.54,9/27/2016 16:00:00,816.11,9/27/2016 16:00:00,6.54,9/27/2016 16:00:00,70.05
9/28/2016 16:00:00,66.78,9/28/2016 16:00:00,828.72,9/28/2016 16:00:00,6.59,9/28/2016 16:00:00,71.62
9/29/2016 16:00:00,67.4,9/29/2016 16:00:00,829.05,9/29/2016 16:00:00,6.67,9/29/2016 16:00:00,71.2
9/30/2016 16:00:00,68.52,9/30/2016 16:00:00,837.31,9/30/2016 16:00:00,6.91,9/30/2016 16:00:00,71.33
10/3/2016 16:00:00,68.45,10/3/2016 16:00:00,836.74,10/3/2016 16:00:00,6.95,10/3/2016 16:00:00,70.52
10/4/2016 16:00:00,68.3,10/4/2016 16:00:00,834.03,10/4/2016 16:00:00,6.97,10/4/2016 16:00:00,72.63
10/5/2016 16:00:00,68.23,10/5/2016 16:00:00,844.36,10/5/2016 16:00:00,6.78,10/5/2016 16:00:00,68.42
10/6/2016 16:00:00,67.34,10/6/2016 16:00:00,841.66,10/6/2016 16:00:00,6.96,10/6/2016 16:00:00,71.26
10/7/2016 16:00:00,66.85,10/7/2016 16:00:00,839.43,10/7/2016 16:00:00,6.75,10/7/2016 16:00:00,70.91
10/10/2016 16:00:00,67.1,10/10/2016 16:00:00,841.71,10/10/2016 16:00:00,6.84,10/10/2016 16:00:00,75.1
10/11/2016 16:00:00,66.13,10/11/2016 16:00:00,831,10/11/2016 16:00:00,6.5,10/11/2016 16:00:00,72.42
10/12/2016 16:00:00,66.43,10/12/2016 16:00:00,834.09,10/12/2016 16:00:00,6.62,10/12/2016 16:00:00,72.23
10/13/2016 16:00:00,65.35,10/13/2016 16:00:00,829.28,10/13/2016 16:00:00,6.49,10/13/2016 16:00:00,70.63
10/14/2016 16:00:00,65.99,10/14/2016 16:00:00,822.96,10/14/2016 16:00:00,6.75,10/14/2016 16:00:00,74.27
10/17/2016 16:00:00,65.61,10/17/2016 16:00:00,812.95,10/17/2016 16:00:00,6.67,10/17/2016 16:00:00,72.83
10/18/2016 16:00:00,66.61,10/18/2016 16:00:00,817.65,10/18/2016 16:00:00,6.73,10/18/2016 16:00:00,72.77
10/19/2016 16:00:00,66.47,10/19/2016 16:00:00,817.69,10/19/2016 16:00:00,6.77,10/19/2016 16:00:00,72.82
10/20/2016 16:00:00,67.73,10/20/2016 16:00:00,810.32,10/20/2016 16:00:00,6.96,10/20/2016 16:00:00,72.59
10/21/2016 16:00:00,67.54,10/21/2016 16:00:00,818.99,10/21/2016 16:00:00,6.52,10/21/2016 16:00:00,74
10/24/2016 16:00:00,70.71,10/24/2016 16:00:00,838.09,10/24/2016 16:00:00,7.01,10/24/2016 16:00:00,75.06
10/25/2016 16:00:00,71.87,10/25/2016 16:00:00,835.18,10/25/2016 16:00:00,7.5,10/25/2016 16:00:00,75.06
10/26/2016 16:00:00,72.16,10/26/2016 16:00:00,822.59,10/26/2016 16:00:00,7.29,10/26/2016 16:00:00,74.95
10/27/2016 16:00:00,70.68,10/27/2016 16:00:00,818.36,10/27/2016 16:00:00,7.11,10/27/2016 16:00:00,74.74
10/28/2016 16:00:00,70.56,10/28/2016 16:00:00,776.32,10/28/2016 16:00:00,7.2,10/28/2016 16:00:00,75.13
10/31/2016 16:00:00,71.16,10/31/2016 16:00:00,789.82,10/31/2016 16:00:00,7.23,10/31/2016 16:00:00,75.16
11/1/2016 16:00:00,69.05,11/1/2016 16:00:00,785.41,11/1/2016 16:00:00,7.09,11/1/2016 16:00:00,75.45
11/2/2016 16:00:00,68.76,11/2/2016 16:00:00,765.56,11/2/2016 16:00:00,6.76,11/2/2016 16:00:00,75
11/3/2016 16:00:00,67.96,11/3/2016 16:00:00,767.03,11/3/2016 16:00:00,6.7,11/3/2016 16:00:00,74.14
11/4/2016 16:00:00,67.57,11/4/2016 16:00:00,755.05,11/4/2016 16:00:00,6.56,11/4/2016 16:00:00,74.37
11/7/2016 16:00:00,71.27,11/7/2016 16:00:00,784.93,11/7/2016 16:00:00,6.96,11/7/2016 16:00:00,76.3
11/8/2016 16:00:00,71.16,11/8/2016 16:00:00,787.75,11/8/2016 16:00:00,7,11/8/2016 16:00:00,76.55
11/9/2016 16:00:00,69.96,11/9/2016 16:00:00,771.88,11/9/2016 16:00:00,6.94,11/9/2016 16:00:00,75.9
11/10/2016 16:00:00,67.77,11/10/2016 16:00:00,742.38,11/10/2016 16:00:00,6.3,11/10/2016 16:00:00,73.63
11/11/2016 16:00:00,87.97,11/11/2016 16:00:00,739.01,11/11/2016 16:00:00,6.69,11/11/2016 16:00:00,74.59
11/14/2016 16:00:00,83.64,11/14/2016 16:00:00,719.07,11/14/2016 16:00:00,6.79,11/14/2016 16:00:00,72.76
11/15/2016 16:00:00,86.19,11/15/2016 16:00:00,743.24,11/15/2016 16:00:00,6.97,11/15/2016 16:00:00,74.02
11/16/2016 16:00:00,91.63,11/16/2016 16:00:00,746.49,11/16/2016 16:00:00,7.67,11/16/2016 16:00:00,73.31
11/17/2016 16:00:00,92.39,11/17/2016 16:00:00,756.4,11/17/2016 16:00:00,8.46,11/17/2016 16:00:00,75.19
11/18/2016 16:00:00,93.36,11/18/2016 16:00:00,760.16,11/18/2016 16:00:00,8.71,11/18/2016 16:00:00,77.77
11/21/2016 16:00:00,92.98,11/21/2016 16:00:00,780,11/21/2016 16:00:00,8.94,11/21/2016 16:00:00,76.15
11/22/2016 16:00:00,93.65,11/22/2016 16:00:00,785.33,11/22/2016 16:00:00,8.69,11/22/2016 16:00:00,75.57
11/23/2016 16:00:00,93.97,11/23/2016 16:00:00,780.12,11/23/2016 16:00:00,8.8,11/23/2016 16:00:00,73.95
11/25/2016 16:00:00,94.16,11/25/2016 16:00:00,780.37,11/25/2016 16:00:00,8.77,11/25/2016 16:00:00,73.73
11/28/2016 16:00:00,94.11,11/28/2016 16:00:00,766.77,11/28/2016 16:00:00,8.83,11/28/2016 16:00:00,72.93
11/29/2016 16:00:00,93.25,11/29/2016 16:00:00,762.52,11/29/2016 16:00:00,8.93,11/29/2016 16:00:00,72.93
11/30/2016 16:00:00,92.2,11/30/2016 16:00:00,750.57,11/30/2016 16:00:00,8.91,11/30/2016 16:00:00,72
12/1/2016 16:00:00,87.64,12/1/2016 16:00:00,743.65,12/1/2016 16:00:00,8.39,12/1/2016 16:00:00,68.46
12/2/2016 16:00:00,88.45,12/2/2016 16:00:00,740.34,12/2/2016 16:00:00,8.53,12/2/2016 16:00:00,68.41
12/5/2016 16:00:00,91.88,12/5/2016 16:00:00,759.36,12/5/2016 16:00:00,8.68,12/5/2016 16:00:00,70.8
12/6/2016 16:00:00,93.39,12/6/2016 16:00:00,764.72,12/6/2016 16:00:00,9.45,12/6/2016 16:00:00,70.62
12/7/2016 16:00:00,95.07,12/7/2016 16:00:00,770.42,12/7/2016 16:00:00,9.56,12/7/2016 16:00:00,71.78
12/8/2016 16:00:00,93.48,12/8/2016 16:00:00,767.33,12/8/2016 16:00:00,10.34,12/8/2016 16:00:00,71.86
12/9/2016 16:00:00,91.82,12/9/2016 16:00:00,768.66,12/9/2016 16:00:00,10.34,12/9/2016 16:00:00,71.17
12/12/2016 16:00:00,89.59,12/12/2016 16:00:00,760.12,12/12/2016 16:00:00,10.68,12/12/2016 16:00:00,70.38
12/13/2016 16:00:00,91.17,12/13/2016 16:00:00,774.34,12/13/2016 16:00:00,10.54,12/13/2016 16:00:00,71.61
12/14/2016 16:00:00,96.45,12/14/2016 16:00:00,768.82,12/14/2016 16:00:00,10.55,12/14/2016 16:00:00,71.33
12/15/2016 16:00:00,98.71,12/15/2016 16:00:00,761,12/15/2016 16:00:00,10.86,12/15/2016 16:00:00,70.23
12/16/2016 16:00:00,100.41,12/16/2016 16:00:00,757.77,12/16/2016 16:00:00,10.66,12/16/2016 16:00:00,69.86
12/19/2016 16:00:00,101.63,12/19/2016 16:00:00,766,12/19/2016 16:00:00,10.95,12/19/2016 16:00:00,69.51
12/20/2016 16:00:00,105.17,12/20/2016 16:00:00,771.22,12/20/2016 16:00:00,11.51,12/20/2016 16:00:00,69.86
12/21/2016 16:00:00,105.83,12/21/2016 16:00:00,770.6,12/21/2016 16:00:00,11.47,12/21/2016 16:00:00,70.11
12/22/2016 16:00:00,107.11,12/22/2016 16:00:00,766.34,12/22/2016 16:00:00,11.6,12/22/2016 16:00:00,69.9
12/23/2016 16:00:00,109.78,12/23/2016 16:00:00,760.59,12/23/2016 16:00:00,11.58,12/23/2016 16:00:00,69.87
12/27/2016 16:00:00,117.32,12/27/2016 16:00:00,771.4,12/27/2016 16:00:00,12.07,12/27/2016 16:00:00,69.85
12/28/2016 16:00:00,109.25,12/28/2016 16:00:00,772.13,12/28/2016 16:00:00,11.55,12/28/2016 16:00:00,69.09
12/29/2016 16:00:00,111.43,12/29/2016 16:00:00,765.15,12/29/2016 16:00:00,11.59,12/29/2016 16:00:00,69.15
12/30/2016 16:00:00,106.74,12/30/2016 16:00:00,749.87,12/30/2016 16:00:00,11.34,12/30/2016 16:00:00,68.46
1/3/2017 16:00:00,102.01,1/3/2017 16:00:00,753.67,1/3/2017 16:00:00,11.43,1/3/2017 16:00:00,70.54
1/4/2017 16:00:00,104.39,1/4/2017 16:00:00,757.18,1/4/2017 16:00:00,11.43,1/4/2017 16:00:00,72.8
1/5/2017 16:00:00,101.74,1/5/2017 16:00:00,780.45,1/5/2017 16:00:00,11.24,1/5/2017 16:00:00,72.79
1/6/2017 16:00:00,103.1,1/6/2017 16:00:00,795.99,1/6/2017 16:00:00,11.32,1/6/2017 16:00:00,73.8
1/9/2017 16:00:00,107.28,1/9/2017 16:00:00,796.92,1/9/2017 16:00:00,11.49,1/9/2017 16:00:00,73.96
1/10/2017 16:00:00,106.47,1/10/2017 16:00:00,795.9,1/10/2017 16:00:00,11.44,1/10/2017 16:00:00,73.98
1/11/2017 16:00:00,105.16,1/11/2017 16:00:00,799.02,1/11/2017 16:00:00,11.2,1/11/2017 16:00:00,75.77
1/12/2017 16:00:00,103.44,1/12/2017 16:00:00,813.64,1/12/2017 16:00:00,10.76,1/12/2017 16:00:00,75.21
1/13/2017 16:00:00,103.43,1/13/2017 16:00:00,817.14,1/13/2017 16:00:00,10.58,1/13/2017 16:00:00,75.64
1/17/2017 16:00:00,101.11,1/17/2017 16:00:00,809.72,1/17/2017 16:00:00,9.82,1/17/2017 16:00:00,75.02
1/18/2017 16:00:00,102.95,1/18/2017 16:00:00,807.48,1/18/2017 16:00:00,9.88,1/18/2017 16:00:00,75.78
1/19/2017 16:00:00,105.16,1/19/2017 16:00:00,809.04,1/19/2017 16:00:00,9.77,1/19/2017 16:00:00,75.57
1/20/2017 16:00:00,104.01,1/20/2017 16:00:00,808.33,1/20/2017 16:00:00,9.75,1/20/2017 16:00:00,76.03
1/23/2017 16:00:00,105.09,1/23/2017 16:00:00,817.88,1/23/2017 16:00:00,9.91,1/23/2017 16:00:00,76.16
1/24/2017 16:00:00,107.33,1/24/2017 16:00:00,822.44,1/24/2017 16:00:00,10.44,1/24/2017 16:00:00,77.11
1/25/2017 16:00:00,107.79,1/25/2017 16:00:00,836.52,1/25/2017 16:00:00,10.35,1/25/2017 16:00:00,78.47
1/26/2017 16:00:00,109.65,1/26/2017 16:00:00,839.15,1/26/2017 16:00:00,10.52,1/26/2017 16:00:00,77.95
1/27/2017 16:00:00,111.77,1/27/2017 16:00:00,835.77,1/27/2017 16:00:00,10.67,1/27/2017 16:00:00,78.21
1/30/2017 16:00:00,110.02,1/30/2017 16:00:00,830.38,1/30/2017 16:00:00,10.61,1/30/2017 16:00:00,78.71
1/31/2017 16:00:00,109.18,1/31/2017 16:00:00,823.48,1/31/2017 16:00:00,10.37,1/31/2017 16:00:00,79.1
2/1/2017 16:00:00,113.95,2/1/2017 16:00:00,832.35,2/1/2017 16:00:00,12.06,2/1/2017 16:00:00,78.58
2/2/2017 16:00:00,115.39,2/2/2017 16:00:00,839.95,2/2/2017 16:00:00,12.28,2/2/2017 16:00:00,80.13
2/3/2017 16:00:00,114.38,2/3/2017 16:00:00,810.2,2/3/2017 16:00:00,12.24,2/3/2017 16:00:00,80.21
2/6/2017 16:00:00,117.31,2/6/2017 16:00:00,807.64,2/6/2017 16:00:00,13.63,2/6/2017 16:00:00,79.75
2/7/2017 16:00:00,119.13,2/7/2017 16:00:00,812.5,2/7/2017 16:00:00,13.29,2/7/2017 16:00:00,80.21
2/8/2017 16:00:00,118.61,2/8/2017 16:00:00,819.71,2/8/2017 16:00:00,13.56,2/8/2017 16:00:00,80.7
2/9/2017 16:00:00,116.38,2/9/2017 16:00:00,821.36,2/9/2017 16:00:00,13.42,2/9/2017 16:00:00,81.03
2/10/2017 16:00:00,113.62,2/10/2017 16:00:00,827.46,2/10/2017 16:00:00,13.58,2/10/2017 16:00:00,80.64
2/13/2017 16:00:00,108.38,2/13/2017 16:00:00,836.53,2/13/2017 16:00:00,13.49,2/13/2017 16:00:00,80.91
2/14/2017 16:00:00,108.78,2/14/2017 16:00:00,836.39,2/14/2017 16:00:00,13.26,2/14/2017 16:00:00,80.92
2/15/2017 16:00:00,109,2/15/2017 16:00:00,842.7,2/15/2017 16:00:00,13.3,2/15/2017 16:00:00,81.67
2/16/2017 16:00:00,107.25,2/16/2017 16:00:00,844.14,2/16/2017 16:00:00,12.97,2/16/2017 16:00:00,80.82
2/17/2017 16:00:00,107.23,2/17/2017 16:00:00,845.07,2/17/2017 16:00:00,13.13,2/17/2017 16:00:00,81.47
2/21/2017 16:00:00,111.07,2/21/2017 16:00:00,856.44,2/21/2017 16:00:00,14,2/21/2017 16:00:00,82.18
2/22/2017 16:00:00,110.76,2/22/2017 16:00:00,855.61,2/22/2017 16:00:00,14.28,2/22/2017 16:00:00,82.08
2/23/2017 16:00:00,100.49,2/23/2017 16:00:00,852.19,2/23/2017 16:00:00,14.32,2/23/2017 16:00:00,82.07
2/24/2017 16:00:00,101.46,2/24/2017 16:00:00,845.24,2/24/2017 16:00:00,14.12,2/24/2017 16:00:00,81.78
2/27/2017 16:00:00,104.41,2/27/2017 16:00:00,848.64,2/27/2017 16:00:00,15.2,2/27/2017 16:00:00,81.54
2/28/2017 16:00:00,101.48,2/28/2017 16:00:00,845.04,2/28/2017 16:00:00,14.46,2/28/2017 16:00:00,81.35
3/1/2017 16:00:00,102.79,3/1/2017 16:00:00,853.08,3/1/2017 16:00:00,14.96,3/1/2017 16:00:00,83.81
3/2/2017 16:00:00,99,3/2/2017 16:00:00,848.91,3/2/2017 16:00:00,13.9,3/2/2017 16:00:00,82.67
3/3/2017 16:00:00,98.43,3/3/2017 16:00:00,849.88,3/3/2017 16:00:00,13.03,3/3/2017 16:00:00,82.22
3/6/2017 16:00:00,97.67,3/6/2017 16:00:00,846.61,3/6/2017 16:00:00,13.04,3/6/2017 16:00:00,82.5
3/7/2017 16:00:00,98.74,3/7/2017 16:00:00,846.02,3/7/2017 16:00:00,13.05,3/7/2017 16:00:00,82.97
3/8/2017 16:00:00,98.56,3/8/2017 16:00:00,850.5,3/8/2017 16:00:00,13.22,3/8/2017 16:00:00,83.48
3/9/2017 16:00:00,98.54,3/9/2017 16:00:00,853,3/9/2017 16:00:00,13.33,3/9/2017 16:00:00,83.28
3/10/2017 16:00:00,99.12,3/10/2017 16:00:00,852.46,3/10/2017 16:00:00,13.91,3/10/2017 16:00:00,83.51
3/13/2017 16:00:00,101.85,3/13/2017 16:00:00,854.59,3/13/2017 16:00:00,14.28,3/13/2017 16:00:00,83.61
3/14/2017 16:00:00,101.78,3/14/2017 16:00:00,852.53,3/14/2017 16:00:00,14.1,3/14/2017 16:00:00,83.51
3/15/2017 16:00:00,102.55,3/15/2017 16:00:00,852.97,3/15/2017 16:00:00,13.98,3/15/2017 16:00:00,83.48
3/16/2017 16:00:00,103.81,3/16/2017 16:00:00,853.42,3/16/2017 16:00:00,13.65,3/16/2017 16:00:00,83.52
3/17/2017 16:00:00,106.07,3/17/2017 16:00:00,852.31,3/17/2017 16:00:00,13.49,3/17/2017 16:00:00,83.03
3/20/2017 16:00:00,109.45,3/20/2017 16:00:00,856.97,3/20/2017 16:00:00,14.4,3/20/2017 16:00:00,82.9
3/21/2017 16:00:00,105.91,3/21/2017 16:00:00,843.2,3/21/2017 16:00:00,13.82,3/21/2017 16:00:00,81.55
3/22/2017 16:00:00,108.07,3/22/2017 16:00:00,848.06,3/22/2017 16:00:00,14.1,3/22/2017 16:00:00,81.88
3/23/2017 16:00:00,107.09,3/23/2017 16:00:00,847.38,3/23/2017 16:00:00,13.79,3/23/2017 16:00:00,81.52
3/24/2017 16:00:00,107.47,3/24/2017 16:00:00,845.61,3/24/2017 16:00:00,13.7,3/24/2017 16:00:00,81.61
3/27/2017 16:00:00,108.25,3/27/2017 16:00:00,846.82,3/27/2017 16:00:00,13.7,3/27/2017 16:00:00,81.61
3/28/2017 16:00:00,107.69,3/28/2017 16:00:00,856,3/28/2017 16:00:00,13.69,3/28/2017 16:00:00,82.14
3/29/2017 16:00:00,107.34,3/29/2017 16:00:00,874.32,3/29/2017 16:00:00,13.71,3/29/2017 16:00:00,82.38
3/30/2017 16:00:00,109.4,3/30/2017 16:00:00,876.34,3/30/2017 16:00:00,14.05,3/30/2017 16:00:00,82.56
3/31/2017 16:00:00,108.93,3/31/2017 16:00:00,886.54,3/31/2017 16:00:00,14.55,3/31/2017 16:00:00,82.49
4/3/2017 16:00:00,108.38,4/3/2017 16:00:00,891.51,4/3/2017 16:00:00,14.64,4/3/2017 16:00:00,82.31
4/4/2017 16:00:00,100.78,4/4/2017 16:00:00,906.83,4/4/2017 16:00:00,14.16,4/4/2017 16:00:00,82.97
4/5/2017 16:00:00,100.03,4/5/2017 16:00:00,909.28,4/5/2017 16:00:00,14.17,4/5/2017 16:00:00,85.34
4/6/2017 16:00:00,100.76,4/6/2017 16:00:00,898.28,4/6/2017 16:00:00,13.27,4/6/2017 16:00:00,85
4/7/2017 16:00:00,100.33,4/7/2017 16:00:00,894.88,4/7/2017 16:00:00,13.52,4/7/2017 16:00:00,84.38
4/10/2017 16:00:00,97.77,4/10/2017 16:00:00,907.04,4/10/2017 16:00:00,13.1,4/10/2017 16:00:00,84.24
4/11/2017 16:00:00,98.12,4/11/2017 16:00:00,902.36,4/11/2017 16:00:00,13.1,4/11/2017 16:00:00,83.86
4/12/2017 16:00:00,97.31,4/12/2017 16:00:00,896.23,4/12/2017 16:00:00,12.76,4/12/2017 16:00:00,83.37
4/13/2017 16:00:00,95.49,4/13/2017 16:00:00,884.67,4/13/2017 16:00:00,12.31,4/13/2017 16:00:00,83.13
4/17/2017 16:00:00,99.23,4/17/2017 16:00:00,901.99,4/17/2017 16:00:00,12.79,4/17/2017 16:00:00,84.2
4/18/2017 16:00:00,99.29,4/18/2017 16:00:00,903.78,4/18/2017 16:00:00,12.95,4/18/2017 16:00:00,83.71
4/19/2017 16:00:00,99.68,4/19/2017 16:00:00,899.2,4/19/2017 16:00:00,12.84,4/19/2017 16:00:00,83.5
4/20/2017 16:00:00,101.26,4/20/2017 16:00:00,902.06,4/20/2017 16:00:00,13.11,4/20/2017 16:00:00,84.05
4/21/2017 16:00:00,101.68,4/21/2017 16:00:00,898.53,4/21/2017 16:00:00,13,4/21/2017 16:00:00,83.79
4/24/2017 16:00:00,102.95,4/24/2017 16:00:00,907.41,4/24/2017 16:00:00,13.13,4/24/2017 16:00:00,84.17
4/25/2017 16:00:00,104.74,4/25/2017 16:00:00,907.62,4/25/2017 16:00:00,13.49,4/25/2017 16:00:00,84.75
4/26/2017 16:00:00,104.02,4/26/2017 16:00:00,909.29,4/26/2017 16:00:00,13.41,4/26/2017 16:00:00,84.95
4/27/2017 16:00:00,105.64,4/27/2017 16:00:00,918.38,4/27/2017 16:00:00,13.62,4/27/2017 16:00:00,85.85
4/28/2017 16:00:00,104.3,4/28/2017 16:00:00,924.99,4/28/2017 16:00:00,13.3,4/28/2017 16:00:00,86.12
5/1/2017 16:00:00,106.64,5/1/2017 16:00:00,948.23,5/1/2017 16:00:00,13.62,5/1/2017 16:00:00,86.66
5/2/2017 16:00:00,103.48,5/2/2017 16:00:00,946.94,5/2/2017 16:00:00,10.32,5/2/2017 16:00:00,87.09
5/3/2017 16:00:00,104.25,5/3/2017 16:00:00,941.03,5/3/2017 16:00:00,10.39,5/3/2017 16:00:00,86.55
5/4/2017 16:00:00,103.85,5/4/2017 16:00:00,937.53,5/4/2017 16:00:00,10.1,5/4/2017 16:00:00,86.52
5/5/2017 16:00:00,103.86,5/5/2017 16:00:00,934.15,5/5/2017 16:00:00,10.19,5/5/2017 16:00:00,86.97
5/8/2017 16:00:00,102.77,5/8/2017 16:00:00,949.04,5/8/2017 16:00:00,10.04,5/8/2017 16:00:00,86.86
5/9/2017 16:00:00,102.94,5/9/2017 16:00:00,952.82,5/9/2017 16:00:00,10.18,5/9/2017 16:00:00,87.13
5/10/2017 16:00:00,121.29,5/10/2017 16:00:00,948.95,5/10/2017 16:00:00,10.79,5/10/2017 16:00:00,87.31
5/11/2017 16:00:00,126.5,5/11/2017 16:00:00,947.62,5/11/2017 16:00:00,11.07,5/11/2017 16:00:00,87.71
5/12/2017 16:00:00,127.89,5/12/2017 16:00:00,961.35,5/12/2017 16:00:00,11.26,5/12/2017 16:00:00,89.04
5/15/2017 16:00:00,134.31,5/15/2017 16:00:00,957.97,5/15/2017 16:00:00,11.42,5/15/2017 16:00:00,89.8
5/16/2017 16:00:00,136.81,5/16/2017 16:00:00,966.07,5/16/2017 16:00:00,12.75,5/16/2017 16:00:00,89.75
5/17/2017 16:00:00,127.72,5/17/2017 16:00:00,944.76,5/17/2017 16:00:00,11.2,5/17/2017 16:00:00,87.84
5/18/2017 16:00:00,133.07,5/18/2017 16:00:00,958.49,5/18/2017 16:00:00,11.28,5/18/2017 16:00:00,87.75
5/19/2017 16:00:00,136,5/19/2017 16:00:00,959.84,5/19/2017 16:00:00,11.41,5/19/2017 16:00:00,87.4
5/22/2017 16:00:00,138.9,5/22/2017 16:00:00,970.67,5/22/2017 16:00:00,11.04,5/22/2017 16:00:00,88.94
5/23/2017 16:00:00,137.03,5/23/2017 16:00:00,971.54,5/23/2017 16:00:00,10.89,5/23/2017 16:00:00,88.49
5/24/2017 16:00:00,138.57,5/24/2017 16:00:00,980.35,5/24/2017 16:00:00,10.89,5/24/2017 16:00:00,89.6
5/25/2017 16:00:00,138.26,5/25/2017 16:00:00,993.38,5/25/2017 16:00:00,10.98,5/25/2017 16:00:00,91.27
5/26/2017 16:00:00,141.84,5/26/2017 16:00:00,995.78,5/26/2017 16:00:00,11,5/26/2017 16:00:00,90.83
5/30/2017 16:00:00,144.87,5/30/2017 16:00:00,996.7,5/30/2017 16:00:00,11.12,5/30/2017 16:00:00,90.86
5/31/2017 16:00:00,144.35,5/31/2017 16:00:00,994.62,5/31/2017 16:00:00,11.19,5/31/2017 16:00:00,89.64
6/1/2017 16:00:00,144.36,6/1/2017 16:00:00,995.95,6/1/2017 16:00:00,10.93,6/1/2017 16:00:00,90.05
